"EnsemblGeneID"	"Chr"	"GeneStart"	"GeneEnd"	"Status"	"ExternalID"	"R1L1Kidney"	"R1L2Liver"	"R1L3Kidney"	"R1L4Liver"	"R1L6Liver"	"R1L7Kidney"	"R1L8Liver"	"R2L1Liver"	"R2L2Kidney"	"R2L3Liver"	"R2L4Kidney"	"R2L6Kidney"	"R2L7Liver"	"R2L8Kidney"
"ENSG00000209608"	1	22209730	22210026	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000201273"	1	22210065	22210168	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000070831"	1	22235157	22292024	"KNOWN"	"CDC42"	212	140	202	156	131	218	130	132	206	153	158	196	146	156
"ENSG00000162552"	1	22318786	22342197	"KNOWN"	"WNT4"	2	0	1	0	0	2	0	1	2	1	1	1	0	6
"ENSG00000198137"	1	22521929	22522411	"NOVEL"	""	3	0	0	0	1	0	0	1	0	0	0	2	0	0
"ENSG00000184677"	1	22650931	22727567	"KNOWN"	"ZBTB40"	60	20	70	22	22	64	21	16	88	20	71	92	15	66
"ENSG00000070886"	1	22762591	22802674	"KNOWN"	"EPHA8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000173372"	1	22835705	22838762	"KNOWN"	"C1QA"	15	50	15	57	41	5	40	48	9	60	19	16	48	14
"ENSG00000159189"	1	22842713	22847190	"KNOWN"	"C1QC"	6	44	3	30	41	2	49	38	7	54	7	4	45	8
"ENSG00000173369"	1	22852269	22860616	"KNOWN"	"C1QB"	10	44	15	34	43	7	53	56	19	60	13	13	53	10
"ENSG00000133216"	1	22909918	23114410	"KNOWN"	"EPHB2"	4	0	8	1	1	4	0	0	7	0	8	9	0	1
"ENSG00000216157"	1	22947897	22947991	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000215906"	1	23152129	23162300	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000004487"	1	23218533	23282771	"KNOWN"	"AOF2"	107	50	119	70	61	109	51	47	132	50	96	112	49	96
"ENSG00000169641"	1	23283110	23367897	"KNOWN"	"LUZP1"	149	21	176	30	27	143	31	30	145	38	133	159	30	136
"ENSG00000206935"	1	23361784	23361890	"NOVEL"	""	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000209629"	1	23363033	23363117	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000179546"	1	23389580	23393809	"KNOWN"	"HTR1D"	0	0	0	0	0	0	0	2	0	0	0	0	0	0
"ENSG00000215381"	1	23443836	23444311	"NOVEL"	""	1	1	0	0	2	1	0	0	0	0	0	1	0	1
"ENSG00000125944"	1	23508863	23543402	"KNOWN"	"HNRNPR"	228	96	235	90	85	224	81	60	222	99	179	240	82	173
"ENSG00000125945"	1	23558528	23568944	"KNOWN"	"ZNF436"	34	14	42	20	14	30	16	16	44	20	31	36	10	31
"ENSG00000187251"	1	23568051	23576771	"KNOWN"	"C1orf213"	12	10	14	5	4	8	4	8	14	6	12	13	4	9
"ENSG00000201405"	1	23569334	23569427	"NOVEL"	""	0	3	0	0	4	1	1	1	2	1	0	2	0	1
"ENSG00000204219"	1	23579510	23623848	"KNOWN"	"TCEA3"	120	140	144	144	143	128	140	109	130	150	124	130	141	141
"ENSG00000088280"	1	23627643	23683285	"KNOWN"	"DDEFL1"	60	31	68	32	34	54	24	32	70	30	66	78	30	67
"ENSG00000203345"	1	23691804	23692013	"NOVEL"	""	0	0	0	1	1	0	0	0	0	0	0	0	0	0
"ENSG00000007968"	1	23705509	23730300	"KNOWN"	"E2F2"	0	1	0	2	1	0	0	1	0	1	1	1	1	0
"ENSG00000203344"	1	23712003	23712141	"NOVEL"	""	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"ENSG00000203343"	1	23722899	23723146	"NOVEL"	""	0	1	0	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000117318"	1	23757043	23758872	"KNOWN"	"ID3"	87	24	82	22	20	86	19	35	74	35	82	96	31	106
"ENSG00000197880"	1	23826411	23839643	"KNOWN"	"MDS2"	0	1	1	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000142676"	1	23890881	23895502	"KNOWN"	"RPL11"	1049	837	1097	817	777	987	753	660	1010	825	899	1113	758	896
"ENSG00000209640"	1	23935686	23935967	"NOVEL"	""	1	0	0	1	0	0	1	2	0	0	0	2	0	1
"ENSG00000011007"	1	23942549	23958974	"KNOWN"	"TCEB3"	69	73	73	81	72	79	62	61	65	80	55	85	64	59
"ENSG00000057757"	1	23977470	23987309	"KNOWN"	"C1orf128"	84	83	92	84	84	68	81	72	69	106	62	98	73	59
"ENSG00000011009"	1	23990233	23994614	"KNOWN"	"LYPLA2P1"	24	15	16	15	8	28	16	12	33	10	31	16	18	17
"ENSG00000117308"	1	23994676	23999881	"KNOWN"	"GALE"	58	61	53	55	70	49	47	56	60	74	67	73	50	64
"ENSG00000117305"	1	24000955	24025264	"KNOWN"	"HMGCL"	240	400	215	393	369	246	362	336	236	409	197	258	370	206
"ENSG00000179163"	1	24044161	24067408	"KNOWN"	"FUCA1"	218	102	209	89	99	182	77	58	200	77	153	214	69	156
"ENSG00000188822"	1	24073047	24112404	"KNOWN"	"CNR2"	0	1	1	0	0	0	0	2	0	0	0	1	0	0
"ENSG00000189266"	1	24158905	24162515	"KNOWN"	"PNRC2"	5	2	7	7	4	6	3	3	12	2	3	4	2	4
"ENSG00000188529"	1	24163881	24179408	"KNOWN"	"FUSIP1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000215905"	1	24206958	24207596	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000142661"	1	24255112	24311252	"KNOWN"	"MYOM3"	126	0	144	2	2	124	2	3	144	3	134	134	1	123
"ENSG00000142677"	1	24318848	24342198	"KNOWN"	"IL22RA1"	3	12	4	25	11	2	12	17	6	13	3	2	14	0
"ENSG00000185436"	1	24353234	24387036	"KNOWN"	"IL28RA"	8	6	2	6	12	1	12	4	7	11	6	6	11	5
"ENSG00000158055"	1	24513251	24563559	"KNOWN"	"GRHL3"	1	0	3	0	0	1	0	0	2	0	3	2	0	3
"ENSG00000001460"	1	24556076	24614174	"KNOWN"	"C1orf201"	24	4	29	5	3	30	6	4	31	4	25	23	2	22
"ENSG00000001461"	1	24614871	24672053	"KNOWN"	"NPAL3"	23	3	26	4	4	32	2	2	35	6	30	32	6	19
"ENSG00000117602"	1	24701974	24736091	"KNOWN"	"RCAN3"	19	4	17	2	2	26	3	4	19	5	18	25	4	16
"ENSG00000184454"	1	24755189	24808403	"KNOWN"	"C1orf130"	2	8	4	4	14	0	10	12	1	10	0	2	9	2
"ENSG00000212239"	1	24824491	24824591	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000133226"	1	24842181	24872358	"KNOWN"	"SRRM1"	136	112	154	138	105	143	132	109	162	133	132	162	112	142
"ENSG00000209656"	1	24866062	24866165	"NOVEL"	""	0	1	0	1	0	0	1	0	0	0	0	0	0	0
"ENSG00000169504"	1	24944435	25043345	"KNOWN"	"CLIC4"	603	267	620	224	258	551	257	151	560	245	407	634	161	434
"ENSG00000212350"	1	24976951	24977057	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000020633"	1	25098589	25164197	"KNOWN"	"RUNX3"	3	24	0	14	13	2	14	14	3	10	2	3	23	4
"ENSG00000117614"	1	25421354	25431600	"KNOWN"	"SYF2"	134	88	141	66	88	158	74	54	149	73	108	118	56	102
"ENSG00000117616"	1	25441328	25446572	"KNOWN"	"C1orf63"	278	221	258	235	259	268	232	175	293	252	201	265	183	217
"ENSG00000187010"	1	25471568	25529523	"KNOWN"	"RHD"	2	3	0	2	0	3	2	2	1	4	3	1	3	3
"ENSG00000215228"	1	25493242	25493721	"NOVEL"	""	0	1	0	0	0	0	0	0	0	1	0	1	0	1
"ENSG00000183726"	1	25537396	25561437	"KNOWN"	"TMEM50A"	235	79	213	69	67	226	75	59	244	82	198	232	64	181
"ENSG00000188672"	1	25561328	25629270	"KNOWN"	"RHCE"	4	2	4	0	1	4	3	0	2	2	1	3	2	1
"ENSG00000204181"	1	25597799	25598278	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000204178"	1	25630006	25698515	"KNOWN"	"TMEM57"	68	112	66	116	90	71	99	102	70	113	58	65	93	53
"ENSG00000157978"	1	25742658	25767962	"KNOWN"	"LDLRAP1"	68	97	97	80	88	69	70	78	89	93	78	56	82	73
"ENSG00000203342"	1	25781498	25781673	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000203341"	1	25784093	25784586	"NOVEL"	""	0	0	0	0	0	0	0	1	0	1	0	0	0	0
"ENSG00000117643"	1	25816546	25983528	"KNOWN"	"MAN1C1"	222	58	206	44	46	208	42	45	238	60	190	265	40	214
"ENSG00000162430"	1	25999254	26017300	"KNOWN"	"SEPN1"	354	63	330	67	54	306	54	50	380	69	329	376	54	313
"ENSG00000117640"	1	26019048	26032016	"KNOWN"	"FAM54B"	382	276	330	241	259	323	232	195	403	305	294	338	235	293
"ENSG00000177515"	1	26019207	26019589	"NOVEL"	""	3	1	1	0	0	2	0	0	2	1	3	2	0	2
"ENSG00000127423"	1	26033084	26058435	"KNOWN"	"C1orf135"	2	2	2	4	1	2	3	3	9	1	3	7	2	2
"ENSG00000182749"	1	26060289	26070331	"KNOWN"	"PAQR7"	202	25	181	31	25	177	28	33	214	24	173	217	40	167
"ENSG00000207302"	1	26076574	26076681	"NOVEL"	""	0	0	0	0	2	0	0	1	0	0	0	0	0	0
"ENSG00000177493"	1	26083259	26091685	"KNOWN"	"C1orf215"	0	0	0	0	0	0	0	0	1	1	0	0	1	0
"ENSG00000117632"	1	26099196	26105955	"KNOWN"	"STMN1"	131	22	129	18	20	116	17	10	119	24	110	119	20	97
"ENSG00000158006"	1	26159848	26197235	"KNOWN"	"PAFAH2"	108	44	115	38	56	88	41	45	120	52	86	88	28	98
"ENSG00000207237"	1	26163275	26163378	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000212341"	1	26205294	26205377	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000158008"	1	26220858	26235537	"KNOWN"	"EXTL1"	4	1	2	0	1	1	0	1	1	1	2	1	0	2
"ENSG00000158014"	1	26237101	26245191	"KNOWN"	"SLC30A2"	51	0	60	0	1	43	0	1	57	0	46	56	0	50
"ENSG00000158022"	1	26250385	26266708	"KNOWN"	"TRIM63"	9	2	14	1	2	15	1	2	12	2	7	16	4	7
"ENSG00000175087"	1	26310913	26324608	"KNOWN"	"PDIK1L"	24	28	22	30	29	26	22	16	26	27	14	18	21	23
"ENSG00000197245"	1	26358098	26361705	"KNOWN"	"GRRP1"	7	2	7	0	3	9	3	2	3	2	11	8	1	0
"ENSG00000142684"	1	26368997	26369941	"KNOWN"	"ZNF593"	12	21	30	17	14	12	13	26	25	27	16	28	36	22
"ENSG00000142675"	1	26376573	26388964	"KNOWN"	"CNKSR1"	34	12	27	10	12	33	4	6	27	9	39	42	12	25
"ENSG00000188782"	1	26389706	26401620	"KNOWN"	"CATSPER4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000130695"	1	26433280	26477884	"KNOWN"	"CCDC21"	39	19	48	13	24	35	17	18	51	22	41	43	18	29
"ENSG00000209677"	1	26445832	26445916	"NOVEL"	""	0	2	0	4	0	0	2	0	0	3	0	0	0	0
"ENSG00000142669"	1	26478254	26480594	"KNOWN"	"SH3BGRL3"	162	62	156	63	47	161	60	92	156	68	168	164	63	161
"ENSG00000158062"	1	26480406	26517441	"KNOWN"	"UBXD5"	21	6	37	8	5	26	7	12	38	4	47	40	11	43
"ENSG00000169442"	1	26516998	26519600	"KNOWN"	"CD52"	2	4	3	3	5	2	7	5	0	6	1	2	6	3
"ENSG00000176092"	1	26520937	26542929	"KNOWN"	"AIM1L"	0	0	1	0	0	0	0	0	0	0	1	0	0	1
"ENSG00000215904"	1	26543492	26545735	"KNOWN"	"Q5T144_HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000176083"	1	26560713	26571853	"KNOWN"	"ZNF683"	0	1	0	0	1	0	0	0	0	0	0	0	1	0
"ENSG00000131914"	1	26609856	26628806	"KNOWN"	"LIN28"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000117682"	1	26631360	26670380	"KNOWN"	"DHDDS"	27	7	18	8	2	19	6	5	30	7	27	25	7	23
"ENSG00000198830"	1	26671593	26675718	"KNOWN"	"HMGN2"	21	7	20	9	8	20	4	7	37	11	29	25	11	28
"ENSG00000117676"	1	26728836	26774108	"KNOWN"	"RPS6KA1"	77	21	86	21	27	81	28	18	97	29	98	94	19	90
"ENSG00000209680"	1	26792323	26792624	"NOVEL"	""	0	1	1	0	1	2	1	0	0	0	0	0	0	1
"ENSG00000200373"	1	26793020	26793119	"NOVEL"	""	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000209703"	1	26841366	26841467	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000117713"	1	26895109	26981188	"KNOWN"	"ARID1A"	240	202	245	184	209	216	176	190	222	213	226	262	196	209
"ENSG00000060642"	1	26987073	26997471	"KNOWN"	"PIGV"	51	74	43	68	80	44	92	58	38	66	28	45	58	45
"ENSG00000209708"	1	27013903	27014185	"NOVEL"	""	0	2	0	2	4	0	0	1	1	2	0	0	3	0
"ENSG00000204160"	1	27025788	27054794	"KNOWN"	"ZDHHC18"	44	65	28	67	50	24	63	66	43	62	42	40	69	34
"ENSG00000175793"	1	27062240	27063534	"KNOWN"	"SFN"	2	1	3	1	1	1	0	0	2	0	4	6	0	4
"ENSG00000142751"	1	27078460	27089456	"KNOWN"	"ATPBD1B"	10	13	19	14	13	24	11	16	19	14	17	24	12	25
"ENSG00000198746"	1	27089567	27099549	"KNOWN"	"GPATCH3"	15	10	14	10	14	16	6	8	20	16	16	13	10	19
"ENSG00000131910"	1	27110566	27113047	"KNOWN"	"NR0B2"	19	72	15	107	64	25	73	75	20	119	21	26	113	13
"ENSG00000090273"	1	27120811	27145474	"KNOWN"	"NUDC"	97	134	97	116	131	74	111	116	102	112	100	127	143	96
"ENSG00000175707"	1	27148648	27159484	"KNOWN"	"C1orf172"	20	10	14	6	4	14	4	4	17	4	17	14	5	16
"ENSG00000172746"	1	27179165	27180053	"NOVEL"	""	2	0	4	1	2	0	2	3	0	1	0	3	0	1
"ENSG00000177665"	1	27184975	27185418	"NOVEL"	""	0	0	0	0	0	0	1	0	0	0	1	0	0	0
"ENSG00000204157"	1	27192785	27199731	"KNOWN"	"NP_001013664.1"	82	17	70	20	8	55	19	18	75	22	63	91	18	43
"ENSG00000158246"	1	27204100	27211914	"KNOWN"	"FAM46B"	17	0	26	1	0	31	0	0	25	1	23	20	3	25
"ENSG00000090020"	1	27297893	27366059	"KNOWN"	"SLC9A1"	51	8	38	8	6	38	4	6	44	9	50	42	4	42
"ENSG00000187234"	1	27376155	27376355	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000214973"	1	27399914	27400551	"NOVEL"	""	18	2	14	1	2	10	1	1	14	2	3	11	0	10
"ENSG00000142784"	1	27433746	27507322	"KNOWN"	"WDTC1"	186	96	178	94	92	169	73	99	213	113	175	193	111	207
"ENSG00000212364"	1	27454544	27454645	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000209713"	1	27513836	27513948	"NOVEL"	""	0	1	0	0	0	0	1	0	0	1	0	0	1	0
"ENSG00000186501"	1	27521276	27535477	"KNOWN"	"C1orf160"	59	54	51	52	47	38	39	63	65	62	64	59	46	65
"ENSG00000206888"	1	27524297	27524403	"NOVEL"	""	1	0	0	0	0	2	0	0	1	1	0	1	0	0
"ENSG00000142765"	1	27541100	27553008	"KNOWN"	"SYTL1"	2	4	8	1	3	1	3	2	4	4	4	2	6	2
"ENSG00000214942"	1	27543647	27543928	"NOVEL"	""	0	0	0	0	0	1	0	0	0	1	0	0	0	0
"ENSG00000142733"	1	27554257	27565970	"KNOWN"	"MAP3K6"	56	12	63	8	6	70	14	9	64	12	95	84	12	82
"ENSG00000203659"	1	27567601	27567887	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000142748"	1	27568189	27573916	"KNOWN"	"FCN3"	38	69	35	83	69	40	74	96	45	102	33	43	91	48
"ENSG00000174950"	1	27578183	27582457	"KNOWN"	"CD164L2"	0	0	0	0	0	0	0	0	1	0	2	0	0	0
"ENSG00000181773"	1	27591739	27594900	"KNOWN"	"GPR3"	1	0	3	1	0	1	0	0	3	1	3	1	0	0
"ENSG00000158195"	1	27604713	27689256	"KNOWN"	"WASF2_HUMAN"	213	47	212	69	52	186	44	47	223	59	179	208	63	159
"ENSG00000126705"	1	27733133	27803275	"KNOWN"	"AHDC1"	70	23	82	22	24	64	29	28	83	34	88	80	32	72
"ENSG00000000938"	1	27811390	27834314	"KNOWN"	"FGR"	14	42	18	34	39	7	37	34	27	45	20	15	39	19
"ENSG00000126709"	1	27865159	27871311	"KNOWN"	"IFI6"	67	45	67	53	57	65	35	51	88	60	73	70	59	71
"ENSG00000206767"	1	27874701	27874807	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000207095"	1	27892832	27892933	"NOVEL"	""	0	1	0	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000009780"	1	27925077	27961062	"KNOWN"	"FAM76A"	26	20	49	12	17	32	15	16	25	19	33	34	19	32
"ENSG00000209738"	1	27967326	27967469	"NOVEL"	""	0	0	0	0	0	0	1	0	0	1	0	0	0	0
"ENSG00000117758"	1	27972370	28023401	"KNOWN"	"STX12"	169	73	174	80	67	152	65	44	197	70	130	163	62	131
"ENSG00000202203"	1	28023636	28023741	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000117751"	1	28029880	28050770	"KNOWN"	"PPP1R8"	77	41	99	39	57	63	35	38	76	47	71	88	31	59
"ENSG00000212212"	1	28033499	28033664	"KNOWN"	"SCARNA1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000181089"	1	28049672	28049842	"KNOWN"	"Q9UHS2_HUMAN"	3	2	12	3	1	5	2	3	8	5	5	6	1	5
"ENSG00000130775"	1	28071642	28085783	"KNOWN"	"C1orf38"	4	9	4	4	15	3	3	9	5	9	7	2	6	3
"ENSG00000117748"	1	28090637	28113844	"KNOWN"	"RPA2"	38	11	42	11	8	35	8	9	32	17	26	46	12	36
"ENSG00000130768"	1	28134091	28158249	"KNOWN"	"SMPDL3B"	2	1	6	0	0	6	1	1	4	2	4	3	0	6
"ENSG00000158156"	1	28158560	28167191	"KNOWN"	"XKR8"	9	36	23	34	26	16	37	21	24	37	18	17	34	13
"ENSG00000158161"	1	28169445	28287702	"KNOWN"	"EYA3"	53	9	65	11	12	47	12	8	44	6	33	59	9	35
"ENSG00000212436"	1	28200741	28200992	"NOVEL"	""	0	0	0	1	1	0	1	1	0	1	0	0	0	0
"ENSG00000209759"	1	28230982	28231278	"NOVEL"	""	1	2	0	1	0	1	1	2	1	1	0	2	1	0
"ENSG00000189015"	1	28294840	28295295	"NOVEL"	""	11	3	7	9	6	9	6	1	13	3	4	8	6	13
"ENSG00000214812"	1	28319545	28320419	"NOVEL"	""	4	1	7	1	1	10	0	0	8	0	5	8	1	5
"ENSG00000209763"	1	28341835	28341939	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000169403"	1	28348451	28392971	"KNOWN"	"PTAFR"	1	6	2	1	2	4	1	1	4	4	6	2	0	1
"ENSG00000215903"	1	28392629	28392892	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000126698"	1	28399376	28432129	"KNOWN"	"DNAJC8"	128	63	118	65	73	104	67	51	134	67	95	149	46	112
"ENSG00000215902"	1	28399600	28399739	"NOVEL"	""	0	5	6	6	7	5	2	6	5	6	3	7	1	6
"ENSG00000186000"	1	28399816	28399962	"KNOWN"	"Q9P1E0_HUMAN"	16	8	14	4	7	5	7	9	10	2	9	13	3	8
"ENSG00000130770"	1	28435198	28437196	"KNOWN"	"ATPIF1"	229	100	264	94	94	265	82	82	290	104	232	294	78	232
"ENSG00000130766"	1	28458593	28481586	"KNOWN"	"SESN2"	86	79	78	98	87	77	63	71	100	80	69	91	90	87
"ENSG00000209766"	1	28511418	28511490	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000130772"	1	28528136	28535062	"KNOWN"	"MED18"	16	44	27	49	38	20	48	31	20	40	12	20	36	18
"ENSG00000204138"	1	28568680	28699468	"KNOWN"	"PHACTR4"	278	227	278	236	271	275	235	212	326	260	261	344	250	256
"ENSG00000206779"	1	28621655	28621753	"NOVEL"	""	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000180198"	1	28705083	28738194	"KNOWN"	"RCC1"	22	34	25	38	45	19	28	34	25	43	18	19	43	25
"ENSG00000201808"	1	28706465	28706670	"KNOWN"	"SNORA73A"	2	1	0	2	0	2	2	2	2	1	3	0	0	0
"ENSG00000200087"	1	28707658	28707861	"NOVEL"	""	2	1	0	0	1	2	1	3	3	0	2	2	0	0
"ENSG00000209791"	1	28716575	28716673	"NOVEL"	""	0	0	0	1	1	0	0	0	0	0	0	0	0	0
"ENSG00000215901"	1	28745256	28751297	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000180098"	1	28752116	28777643	"KNOWN"	"TRSPAP1"	34	11	28	12	13	18	13	8	20	15	21	34	15	26
"ENSG00000197989"	1	28777638	28780953	"KNOWN"	"C1orf79"	10	18	15	19	16	19	9	9	22	12	16	20	12	10
"ENSG00000207311"	1	28778863	28778992	"KNOWN"	"SNORA61"	37	20	28	18	13	30	14	23	33	13	40	43	14	28
"ENSG00000207314"	1	28779480	28779611	"KNOWN"	"SNORA44"	1	0	0	0	0	1	1	0	1	0	1	0	0	1
"ENSG00000207070"	1	28780019	28780153	"KNOWN"	"SNORA16A"	0	0	1	0	1	1	2	0	0	1	0	3	0	0
"ENSG00000188060"	1	28791299	28793673	"KNOWN"	"RAB42"	0	0	0	1	0	0	0	1	0	1	1	0	0	0
"ENSG00000120656"	1	28802200	28842172	"KNOWN"	"TAF12"	39	28	41	35	26	24	20	25	42	30	29	38	31	40
"ENSG00000216051"	1	28847698	28847793	"KNOWN"	"hsa-mir-801"	48	30	56	32	31	79	24	25	70	34	59	60	28	46
"ENSG00000209804"	1	28847699	28847832	"NOVEL"	""	48	31	56	32	31	79	25	26	70	34	59	60	28	47
"ENSG00000162419"	1	28867831	28918452	"KNOWN"	"GMEB1"	16	13	18	13	9	18	7	5	15	7	18	23	5	20
"ENSG00000212177"	1	28888764	28888893	"NOVEL"	""	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"ENSG00000198492"	1	28935723	28968874	"KNOWN"	"YTHDF2"	76	67	64	72	59	69	63	48	84	78	61	93	49	66
"ENSG00000116329"	1	29011241	29062795	"KNOWN"	"OPRD1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000199756"	1	29080827	29080934	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000159023"	1	29086215	29319545	"KNOWN"	"EPB41"	198	190	187	185	204	194	204	144	187	202	176	202	152	155
"ENSG00000206704"	1	29184814	29184907	"NOVEL"	""	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000187975"	1	29318526	29323008	"KNOWN"	"NP_001003682.1"	54	80	48	94	87	56	86	50	47	79	51	45	67	49
"ENSG00000116350"	1	29346879	29380971	"KNOWN"	"SFRS4"	195	220	221	229	208	237	202	166	249	235	185	218	192	204
"ENSG00000116353"	1	29391972	29430041	"KNOWN"	"MECR"	50	21	48	17	16	32	12	21	39	16	42	34	19	36
"ENSG00000060656"	1	29435634	29525900	"KNOWN"	"PTPRU"	31	30	28	30	22	28	26	26	41	33	39	36	34	28
"ENSG00000162510"	1	30958583	30969474	"KNOWN"	"MATN1"	1	0	0	0	0	0	0	1	1	0	0	0	1	0
"ENSG00000186056"	1	30963926	30972178	"KNOWN"	"Q6ZRP8_HUMAN"	2	0	1	5	4	1	3	5	4	1	2	2	0	0
"ENSG00000162511"	1	30977903	31003254	"KNOWN"	"LAPTM5"	22	52	33	64	54	24	59	64	26	59	21	23	42	23
"ENSG00000162512"	1	31114901	31154067	"KNOWN"	"SDC3"	10	8	17	0	5	8	6	5	14	5	11	16	7	16
"ENSG00000134644"	1	31176940	31311350	"KNOWN"	"PUM1"	233	217	251	234	216	223	246	160	266	230	217	250	176	195
"ENSG00000200154"	1	31181120	31181210	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202107"	1	31194549	31194639	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000200181"	1	31213599	31213667	"KNOWN"	"NR_003066.1"	3	0	0	0	0	1	0	0	1	0	0	0	0	0
"ENSG00000186195"	1	31234013	31234285	"KNOWN"	"Q9UI20_HUMAN"	0	1	3	0	1	5	3	1	4	3	3	6	1	1
"ENSG00000215900"	1	31340421	31340962	"NOVEL"	""	18	7	12	11	5	23	6	8	15	8	19	17	4	14
"ENSG00000084628"	1	31425179	31484986	"KNOWN"	"FAM77C"	0	0	0	0	1	1	0	0	1	0	0	0	0	0
"ENSG00000060688"	1	31505004	31542231	"KNOWN"	"WDR57"	38	28	42	20	22	28	15	16	30	28	18	40	24	25
"ENSG00000121766"	1	31542429	31610370	"KNOWN"	"ZCCHC17"	91	44	93	32	41	94	31	38	91	46	60	73	34	80
"ENSG00000121769"	1	31610687	31618510	"KNOWN"	"FABP3"	308	6	380	16	16	344	19	13	351	26	275	354	10	267
"ENSG00000168528"	1	31654999	31680111	"KNOWN"	"SERINC2"	178	118	182	109	102	156	109	152	206	142	198	192	152	216
"ENSG00000215899"	1	31733019	31733954	"NOVEL"	""	5	0	4	5	3	2	2	0	4	4	2	2	2	1
"ENSG00000206981"	1	31743006	31743112	"NOVEL"	""	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000142910"	1	31814708	31825870	"KNOWN"	"TINAGL1"	273	37	267	41	25	217	24	45	314	37	305	270	36	286
"ENSG00000121764"	1	31857228	31870706	"KNOWN"	"HCRTR1"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000162517"	1	31868055	31883075	"KNOWN"	"PEF1"	126	71	106	91	72	116	88	72	134	89	125	127	69	109
"ENSG00000084636"	1	31890435	31942507	"KNOWN"	"COL16A1"	12	12	15	14	9	14	7	9	20	12	18	22	6	18
"ENSG00000121753"	1	31965305	32002528	"KNOWN"	"BAI2"	6	2	3	0	0	4	0	0	9	1	8	8	2	10
"ENSG00000134668"	1	32028610	32054210	"KNOWN"	"SPOCD1"	0	0	1	0	0	2	1	1	0	0	1	0	0	0
"ENSG00000184007"	1	32146380	32176575	"KNOWN"	"PTP4A2"	156	141	177	106	116	164	118	100	188	130	136	186	98	156
"ENSG00000212673"	1	32151761	32153332	"KNOWN"	"Q9UHT5_HUMAN"	0	6	1	5	6	5	5	2	1	4	3	2	1	1
"ENSG00000121774"	1	32252078	32282059	"KNOWN"	"KHDRBS1"	356	134	328	134	137	352	122	93	358	128	286	347	107	281
